pop1	pop2	chromosome	window_pos_1	window_pos_2	avg_dxy	no_sites	count_diffs	count_comparisons	count_missing
gpC	gpA	chr1	14800001	14900000	NA	0	NA	NA	NA
gpC	gpA	chr1	14900001	15000000	0.0152747085912855	197	3622	237124	306596
gpC	gpA	chr1	15000001	15100000	NA	0	NA	NA	NA
gpC	gpA	chr1	15100001	15200000	NA	0	NA	NA	NA
gpC	gpA	chr1	15200001	15300000	NA	0	NA	NA	NA
gpC	gpA	chr1	15300001	15400000	0.0082578497583458	555	8256	999776	532024
gpC	gpA	chr1	15400001	15500000	0.0047251535674909	125	600	126980	218020
gpC	gpA	chr1	15500001	15600000	0.0022687214715054	464	2008	885080	395560
gpC	gpA	chr1	15600001	15700000	0.0077502663177738	1415	20342	2624684	1280716
gpC	gpA	chr1	15700001	15800000	NA	0	NA	NA	NA
gpC	gpA	chr1	15800001	15900000	NA	0	NA	NA	NA
gpC	gpA	chr1	15900001	16000000	NA	0	NA	NA	NA
gpC	gpA	chr1	16000001	16100000	NA	0	NA	NA	NA
gpC	gpA	chr1	16100001	16200000	0.0053150914146509	113	864	162556	149324
gpC	gpA	chr1	16200001	16300000	NA	0	NA	NA	NA
gpC	gpA	chr1	16300001	16400000	NA	0	NA	NA	NA
gpC	gpA	chr1	16400001	16500000	NA	0	NA	NA	NA
gpC	gpA	chr1	16500001	16600000	NA	0	NA	NA	NA
gpC	gpA	chr1	16600001	16700000	0.0096054748207323	324	7046	733540	160700
gpC	gpA	chr1	16700001	16800000	NA	0	NA	NA	NA
gpC	gpA	chr1	16800001	16900000	NA	0	NA	NA	NA
gpC	gpA	chr1	16900001	17000000	0.0072677180315409	138	918	126312	254568
gpC	gpA	chr1	17000001	17100000	0.003817726467534	244	750	196452	476988
gpC	gpA	chr1	17100001	17200000	NA	0	NA	NA	NA
gpC	gpA	chr1	17200001	17300000	NA	0	NA	NA	NA
gpC	gpA	chr1	17300001	17400000	0.0	108	0	159780	138300
gpC	gpA	chr1	17400001	17500000	NA	0	NA	NA	NA
gpC	gpA	chr1	17500001	17600000	NA	0	NA	NA	NA
gpC	gpA	chr1	17600001	17700000	0.0	55	0	41400	110400
gpC	gpA	chr1	17700001	17800000	0.0080640537691788	422	7314	906988	257732
gpC	gpA	chr1	17800001	17900000	0.0031284134171818	306	1180	377188	467372
gpC	gpA	chr1	17900001	18000000	NA	0	NA	NA	NA
gpC	gpA	chr1	18000001	18100000	0.0070463415839138	241	2282	323856	341304
gpC	gpA	chr1	18100001	18200000	0.002945917403146	249	848	287856	399384
gpC	gpA	chr1	18200001	18300000	NA	0	NA	NA	NA
gpC	gpA	chr1	18300001	18400000	0.0086112396774743	143	1414	164204	230476
gpC	gpA	chr1	18400001	18500000	0.0	620	0	1521792	189408
gpC	gpA	chr1	18500001	18600000	NA	0	NA	NA	NA
gpC	gpA	chr1	18600001	18700000	NA	0	NA	NA	NA
gpC	gpA	chr1	18700001	18800000	0.0041275053265571	555	3580	867352	664448
gpC	gpA	chr1	18800001	18900000	0.0011102410976194	397	760	684536	411184
gpC	gpA	chr1	18900001	19000000	0.0053497197457994	519	3310	618724	813716
gpC	gpA	chr1	19000001	19100000	0.0062623335748007	1240	15042	2401980	1020420
gpC	gpA	chr1	19100001	19200000	0.0059876888640179	997	8988	1501080	1250640
gpC	gpA	chr1	19200001	19300000	0.0042250444741523	829	6422	1519984	768056
gpC	gpA	chr1	19300001	19400000	0.0031741898024616	474	2974	936932	371308
gpC	gpA	chr1	19400001	19500000	0.0047438717230125	968	10698	2255120	416560
gpC	gpA	chr1	19500001	19600000	0.0163658893924664	365	9562	584264	423136
gpC	gpA	chr1	19600001	19700000	0.0054451462271171	982	9366	1720064	990256
gpC	gpA	chr1	19700001	19800000	NA	0	NA	NA	NA
gpC	gpA	chr1	19800001	19900000	0.004420324234254	290	1528	345676	454724
gpC	gpA	chr1	19900001	20000000	NA	0	NA	NA	NA
gpC	gpA	chr1	20000001	20100000	0.007749808543935	632	11172	1441584	302736
gpC	gpA	chr1	20100001	20200000	0.0017517643217721	887	2790	1592680	855440
gpC	gpA	chr1	20200001	20300000	0.0	12	0	5848	27272
gpC	gpA	chr1	20300001	20400000	NA	0	NA	NA	NA
gpC	gpA	chr1	20400001	20500000	0.004026032995308	128	532	132140	221140
gpC	gpA	chr1	20500001	20600000	NA	0	NA	NA	NA
gpC	gpA	chr1	20600001	20700000	NA	0	NA	NA	NA
gpC	gpA	chr1	20700001	20800000	NA	0	NA	NA	NA
gpC	gpA	chr1	20800001	20900000	NA	0	NA	NA	NA
gpC	gpA	chr1	20900001	21000000	NA	0	NA	NA	NA
gpC	gpA	chr1	21000001	21100000	0.0052267916971175	961	11014	2107220	545140
gpC	gpA	chr1	21100001	21200000	NA	0	NA	NA	NA
gpC	gpA	chr1	21200001	21300000	NA	0	NA	NA	NA
gpC	gpA	chr1	21300001	21400000	0.0119601358282338	292	5410	452336	353584
gpC	gpA	chr1	21400001	21500000	0.0050255329496636	155	744	148044	279756
gpC	gpA	chr1	21500001	21600000	NA	0	NA	NA	NA
gpC	gpA	chr1	21600001	21700000	0.0016113280106422	654	2752	1707908	97132
gpC	gpA	chr1	21700001	21800000	NA	0	NA	NA	NA
gpC	gpA	chr1	21800001	21900000	NA	0	NA	NA	NA
gpC	gpA	chr1	21900001	22000000	0.0036042184670073	729	5978	1658612	353428
gpC	gpA	chr1	22000001	22100000	0.0057238122468034	1314	16576	2895972	730668
gpC	gpA	chr1	22100001	22200000	0.0003661710280251	485	336	917604	420996
gpC	gpA	chr1	22200001	22300000	NA	0	NA	NA	NA
gpC	gpA	chr1	22300001	22400000	0.0	79	0	74472	143568
gpC	gpA	chr1	22400001	22500000	NA	0	NA	NA	NA
gpC	gpA	chr1	22500001	22600000	0.007621997509945	367	6024	790344	222576
gpC	gpA	chr1	22600001	22700000	0.0070933471529442	77	438	61748	150772
gpC	gpA	chr1	22700001	22800000	NA	0	NA	NA	NA
gpC	gpA	chr1	22800001	22900000	0.0057433388631907	1060	11120	1936156	989444
gpC	gpA	chr1	22900001	23000000	0.0090638472592896	181	1766	194840	304720
gpC	gpA	chr1	23000001	23100000	NA	0	NA	NA	NA
gpC	gpA	chr1	23100001	23200000	NA	0	NA	NA	NA
gpC	gpA	chr1	23200001	23300000	0.0	63	0	48540	125340
gpC	gpA	chr1	23300001	23400000	0.0034719492702355	239	1590	457956	201684
gpC	gpA	chr1	23400001	23500000	0.0099174304190746	469	6116	616692	677748
gpC	gpA	chr1	23500001	23600000	0.0031903230972001	944	6216	1948392	657048
gpC	gpA	chr1	23600001	23700000	NA	0	NA	NA	NA
gpC	gpA	chr1	23700001	23800000	0.0	31	0	31000	54560
gpC	gpA	chr1	23800001	23900000	0.0084554102000391	1137	15538	1837640	1300480
gpC	gpA	chr1	23900001	24000000	NA	0	NA	NA	NA
gpC	gpA	chr1	24000001	24100000	NA	0	NA	NA	NA
gpC	gpA	chr1	24100001	24200000	NA	0	NA	NA	NA
gpC	gpA	chr1	24200001	24300000	NA	0	NA	NA	NA
gpC	gpA	chr1	24300001	24400000	0.0079173106710207	1358	19076	2409404	1338676
gpC	gpA	chr1	24400001	24500000	0.0025024172127777	783	2702	1079756	1081324
gpC	gpA	chr1	24500001	24600000	NA	0	NA	NA	NA
gpC	gpA	chr1	24600001	24700000	NA	0	NA	NA	NA
gpC	gpA	chr1	24700001	24800000	0.0029692178553978	375	1896	638552	396448
gpC	gpA	chr1	24800001	24900000	NA	0	NA	NA	NA
gpC	gpA	chr1	24900001	25000000	NA	0	NA	NA	NA
gpC	gpA	chr1	25000001	25100000	NA	0	NA	NA	NA
gpC	gpA	chr1	25100001	25200000	0.0082837006951244	315	4128	498328	371072
gpC	gpA	chr1	25200001	25300000	0.0023320802155522	627	2330	999108	731412
gpC	gpA	chr1	25300001	25400000	0.0	117	0	116320	206600
gpC	gpA	chr1	25400001	25500000	0.002398396428351	1160	6064	2528356	673244
gpC	gpA	chr1	25500001	25600000	0.0025554171430521	426	1198	468808	706952
gpC	gpA	chr1	25600001	25700000	NA	0	NA	NA	NA
gpC	gpA	chr1	25700001	25800000	0.0015481771263191	1421	4502	2907936	1014024
gpC	gpA	chr1	25800001	25900000	0.0042244357053324	411	3532	836088	298272
gpC	gpA	chr1	25900001	26000000	NA	0	NA	NA	NA
gpC	gpA	chr1	26000001	26100000	0.0046643542810432	815	6756	1448432	800968
gpC	gpA	chr1	26100001	26200000	NA	0	NA	NA	NA
gpC	gpA	chr1	26200001	26300000	0.0035734587053835	577	4828	1351072	241448
gpC	gpA	chr1	26300001	26400000	0.0002463074752231	713	236	958152	1009728
gpC	gpA	chr1	26400001	26500000	0.001473918617598	786	2028	1375924	793436
gpC	gpA	chr1	26500001	26600000	NA	0	NA	NA	NA
gpC	gpA	chr1	26600001	26700000	NA	0	NA	NA	NA
gpC	gpA	chr1	26700001	26800000	0.0058004640371229	101	550	94820	183940
gpC	gpA	chr1	26800001	26900000	NA	0	NA	NA	NA
gpC	gpA	chr1	26900001	27000000	0.0040602858082453	656	4346	1070368	740192
gpC	gpA	chr1	27000001	27100000	0.0046733512555582	1487	12120	2593428	1510692
gpC	gpA	chr1	27100001	27200000	0.0037152417214722	164	644	173340	279300
gpC	gpA	chr1	27200001	27300000	NA	0	NA	NA	NA
gpC	gpA	chr1	27300001	27400000	NA	0	NA	NA	NA
gpC	gpA	chr1	27400001	27500000	0.0013666558379728	236	488	357076	294284
gpC	gpA	chr1	27500001	27600000	NA	0	NA	NA	NA
gpC	gpA	chr1	27600001	27700000	NA	0	NA	NA	NA
gpC	gpA	chr1	27700001	27800000	0.0028926975614476	1131	4902	1694612	1426948
gpC	gpA	chr1	27800001	27900000	0.0082794133978619	491	5666	684348	670812
gpC	gpA	chr1	27900001	28000000	0.007441724107368	610	8732	1173384	510216
gpC	gpA	chr1	28000001	28100000	NA	0	NA	NA	NA
gpC	gpA	chr1	28100001	28200000	NA	0	NA	NA	NA
gpC	gpA	chr1	28200001	28300000	0.0052033418646341	905	5538	1064316	1433484
gpC	gpA	chr1	28300001	28400000	0.0	58	0	35620	124460
gpC	gpA	chr1	28400001	28500000	NA	0	NA	NA	NA
gpC	gpA	chr1	28500001	28600000	NA	0	NA	NA	NA
gpC	gpA	chr1	28600001	28700000	NA	0	NA	NA	NA
gpC	gpA	chr1	28700001	28800000	NA	0	NA	NA	NA
gpC	gpA	chr1	28800001	28900000	NA	0	NA	NA	NA
gpC	gpA	chr1	28900001	29000000	0.0032340991426203	1322	8288	2562692	1086028
gpC	gpA	chr1	29000001	29100000	0.0	260	0	527756	189844
gpC	gpA	chr1	29100001	29200000	0.0101389798944718	243	4704	463952	206728
gpC	gpA	chr1	29200001	29300000	NA	0	NA	NA	NA
gpC	gpA	chr1	29300001	29400000	0.0	23	0	22872	40608
gpC	gpA	chr1	29400001	29500000	0.0037244597401792	1106	7688	2064192	988368
gpC	gpA	chr1	29500001	29600000	0.005268219726839	1357	10342	1963092	1782228
gpC	gpA	chr1	29600001	29700000	0.0033749829389649	391	2176	644744	434416
gpC	gpA	chr1	29700001	29800000	NA	0	NA	NA	NA
gpC	gpA	chr1	29800001	29900000	NA	0	NA	NA	NA
gpC	gpA	chr1	29900001	30000000	0.0	48	0	40324	92156
gpC	gpA	chr1	30000001	30100000	NA	0	NA	NA	NA
gpC	gpA	chr1	30100001	30200000	NA	0	NA	NA	NA
gpC	gpA	chr1	30200001	30300000	NA	0	NA	NA	NA
gpC	gpA	chr1	30300001	30400000	NA	0	NA	NA	NA
gpC	gpA	chr1	30400001	30500000	NA	0	NA	NA	NA
gpC	gpA	chr1	30500001	30600000	0.0049990198000392	23	102	20404	43076
gpC	gpA	chr1	30600001	30700000	NA	0	NA	NA	NA
gpC	gpA	chr1	30700001	30800000	0.0046343975283213	47	144	31072	98648
gpC	gpA	chr1	30800001	30900000	0.0051551567914958	928	8830	1712848	848432
gpC	gpA	chr1	30900001	31000000	0.0041344512019645	177	862	208492	280028
gpC	gpA	chr1	31000001	31100000	0.0009347250350521	367	768	821632	191288
gpC	gpA	chr1	31100001	31200000	0.0037539781618694	298	2562	682476	140004
gpC	gpA	chr1	31200001	31300000	NA	0	NA	NA	NA
gpC	gpA	chr1	31300001	31400000	0.0007859848484848	303	498	633600	202680
gpC	gpA	chr1	31400001	31500000	NA	0	NA	NA	NA
gpC	gpA	chr1	31500001	31600000	NA	0	NA	NA	NA
gpC	gpA	chr1	31600001	31700000	NA	0	NA	NA	NA
gpC	gpA	chr1	31700001	31800000	0.0	142	0	140200	251720
gpC	gpA	chr1	31800001	31900000	0.0	47	0	35784	93936
gpC	gpA	chr1	31900001	32000000	NA	0	NA	NA	NA
gpC	gpA	chr1	32000001	32100000	0.0012089517803583	1201	3144	2600600	714160
gpC	gpA	chr1	32100001	32200000	NA	0	NA	NA	NA
gpC	gpA	chr1	32200001	32300000	0.0050097186227323	477	4330	864320	452200
gpC	gpA	chr1	32300001	32400000	0.00215086010219	1257	5336	2480868	988452
gpC	gpA	chr1	32400001	32500000	0.0030569516460304	540	2304	753692	736708
gpC	gpA	chr1	32500001	32600000	NA	0	NA	NA	NA
gpC	gpA	chr1	32600001	32700000	NA	0	NA	NA	NA
gpC	gpA	chr1	32700001	32800000	NA	0	NA	NA	NA
gpC	gpA	chr1	32800001	32900000	0.0004391451849221	1547	1296	2951188	1318532
gpC	gpA	chr1	32900001	33000000	NA	0	NA	NA	NA
gpC	gpA	chr1	33000001	33100000	0.006502011948716	728	9094	1398644	610636
gpC	gpA	chr1	33100001	33200000	0.0047801682017862	1190	10938	2288204	996196
gpC	gpA	chr1	33200001	33300000	0.0086167380588403	824	15264	1771436	502804
gpC	gpA	chr1	33300001	33400000	0.0053154859257983	98	494	92936	177544
gpC	gpA	chr1	33400001	33500000	0.0056575724431161	966	11752	2077216	588944
gpC	gpA	chr1	33500001	33600000	0.0	774	0	1332580	803660
gpC	gpA	chr1	33600001	33700000	NA	0	NA	NA	NA
gpC	gpA	chr1	33700001	33800000	NA	0	NA	NA	NA
gpC	gpA	chr1	33800001	33900000	NA	0	NA	NA	NA
gpC	gpA	chr1	33900001	34000000	NA	0	NA	NA	NA
gpC	gpA	chr1	34000001	34100000	NA	0	NA	NA	NA
gpC	gpA	chr1	34100001	34200000	0.0004898072022693	977	978	1996704	699816
gpC	gpA	chr1	34200001	34300000	NA	0	NA	NA	NA
gpC	gpA	chr1	34300001	34400000	0.0033249695601378	824	5396	1622872	651368
gpC	gpA	chr1	34400001	34500000	0.0054626585997173	458	4128	755676	508404
gpC	gpA	chr1	34500001	34600000	NA	0	NA	NA	NA
gpC	gpA	chr1	34600001	34700000	0.0019181324735746	84	188	98012	133828
gpC	gpA	chr1	34700001	34800000	NA	0	NA	NA	NA
gpC	gpA	chr1	34800001	34900000	0.0059144195824813	692	7382	1248136	661784
gpC	gpA	chr1	34900001	35000000	0.0045526327835334	634	4774	1048624	701216
gpC	gpA	chr1	35000001	35100000	0.0	553	0	955388	570892
gpC	gpA	chr1	35100001	35200000	0.0089114590803009	558	8202	920388	619692
gpC	gpA	chr1	35200001	35300000	0.0027473958333333	127	422	153600	196920
gpC	gpA	chr1	35300001	35400000	NA	0	NA	NA	NA
gpC	gpA	chr1	35400001	35500000	0.0075768146680434	146	1086	143332	259628
gpC	gpA	chr1	35500001	35600000	0.0016372604104044	1090	3998	2441884	566516
gpC	gpA	chr1	35600001	35700000	0.0054214512395173	613	5658	1043632	648248
gpC	gpA	chr1	35700001	35800000	0.001794689201816	1412	5232	2915268	981852
gpC	gpA	chr1	35800001	35900000	0.0034841768235603	703	4392	1260556	679724
gpC	gpA	chr1	35900001	36000000	NA	0	NA	NA	NA
gpC	gpA	chr1	36000001	36100000	0.0020642675290717	120	240	116264	214936
gpC	gpA	chr1	36100001	36200000	0.0060995729065482	721	7912	1297140	692820
gpC	gpA	chr1	36200001	36300000	0.0071758890129166	76	540	75252	134508
gpC	gpA	chr1	36300001	36400000	NA	0	NA	NA	NA
gpC	gpA	chr1	36400001	36500000	NA	0	NA	NA	NA
gpC	gpA	chr1	36500001	36600000	NA	0	NA	NA	NA
gpC	gpA	chr1	36600001	36700000	NA	0	NA	NA	NA
gpC	gpA	chr1	36700001	36800000	NA	0	NA	NA	NA
gpC	gpA	chr1	36800001	36900000	0.0024069457577581	59	112	46532	116308
gpC	gpA	chr1	36900001	37000000	0.0028679410950667	777	3606	1257348	887172
gpC	gpA	chr1	37000001	37100000	0.0038289327917282	475	3318	866560	444440
gpC	gpA	chr1	37100001	37200000	0.0059766465740933	1109	14262	2386288	674552
