chromosome	start	end	ID_genes
chr3	122407042	122407344	GLEAN_10037433
chr3	122419310	122419856	GLEAN_10025195
chr3	122420127	122426551	GLEAN_10007023
chr3	122433174	122443961	GLEAN_10037432
chr3	122461859	122463586	GLEAN_10037431
chr3	122471876	122472186	GLEAN_10037429
chr3	122491978	122493013	GLEAN_10037430
chr3	122551745	122554715	GLEAN_10037428
chr3	122606375	122606666	GLEAN_10037427
chr3	122869885	122871323	GLEAN_10037426
chr3	122896398	122898495	GLEAN_10033535
chr3	122908829	122909364	GLEAN_10037425
chr3	122966270	122966905	GLEAN_10037424
chr3	122968246	122969839	GLEAN_10037423
chr3	122993384	122993617	GLEAN_10018340
chr3	123184228	123190781	GLEAN_10007759
chr3	123341486	123342875	GLEAN_10037422
chr3	123545612	123546262	GLEAN_10037421
chr3	123876415	123877235	GLEAN_10021484
chr3	123886822	123887094	GLEAN_10012955
chr3	123909466	123912801	GLEAN_10037418
chr3	124197471	124198258	GLEAN_10037417
chr3	124355360	124355823	GLEAN_10037415
chr3	124472622	124474766	GLEAN_10019848
chr3	124485329	124489525	GLEAN_10035771
chr3	124492523	124496795	GLEAN_10027251
chr3	124600854	124601116	GLEAN_10001318
chr3	124602720	124604173	GLEAN_10001317
chr3	124734982	124735494	GLEAN_10001917
chr3	124744155	124744940	GLEAN_10001916
chr3	124800045	124802135	GLEAN_10001915
chr3	124818482	124818685	GLEAN_10001914
chr3	124921143	124921550	GLEAN_10001340
chr3	125064325	125065313	GLEAN_10016935
chr3	125148123	125150920	GLEAN_10032756
chr3	125231160	125237630	GLEAN_10032755
chr3	125312128	125312606	GLEAN_10026371
chr3	125347767	125347937	GLEAN_10009068
chr3	125475653	125476061	GLEAN_10032754
chr3	125526151	125526498	GLEAN_10032753
chr3	125675406	125677124	GLEAN_10032752
chr3	125718567	125721511	GLEAN_10004708
chr3	125731767	125733650	GLEAN_10032751
chr3	125891205	125891867	GLEAN_10016792
chr3	125983938	125985768	GLEAN_10032750
chr3	126042171	126043974	GLEAN_10032749
chr3	126172306	126174216	GLEAN_10032748
chr3	126520443	126523701	GLEAN_10032747
chr3	126565729	126581012	GLEAN_10032746
chr3	126583690	126584417	GLEAN_10032745
chr3	126598397	126598806	GLEAN_10032744
chr3	126651322	126651600	GLEAN_10032743
chr3	126692862	126696295	GLEAN_10032742
chr3	126719506	126719853	GLEAN_10032741
chr3	126739669	126740230	GLEAN_10032740
chr3	126873672	126874121	GLEAN_10020110
chr3	126882489	126884515	GLEAN_10020111
chr3	127184072	127185530	GLEAN_10020112
chr3	127185786	127186184	GLEAN_10020113
chr3	127369906	127371113	GLEAN_10020114
chr3	127490504	127490842	GLEAN_10020115
chr3	127491412	127492008	GLEAN_10020116
chr3	127523318	127523797	GLEAN_10020117
chr3	127890948	127891574	GLEAN_10011138
chr3	127917865	127918122	GLEAN_10004918
chr3	127971154	127971801	GLEAN_10026122
chr3	128065863	128066939	GLEAN_10004919
chr3	128142361	128151891	GLEAN_10001883
chr3	128155132	128155461	GLEAN_10001884
chr3	128163981	128165349	GLEAN_10001885
chr3	128229639	128230139	GLEAN_10008810
chr3	128425300	128430623	GLEAN_10001499
chr3	128459147	128461159	GLEAN_10025044
chr3	128544660	128547032	GLEAN_10000640
chr3	128591150	128591494	GLEAN_10035915
chr3	128848022	128849763	GLEAN_10006896
chr3	129107166	129108346	GLEAN_10010641
chr3	129121070	129121768	GLEAN_10010640
chr3	129222717	129224076	GLEAN_10030097
chr3	129615296	129617663	GLEAN_10010639
chr3	129887178	129887863	GLEAN_10019607
chr3	130403199	130411543	GLEAN_10019608
chr3	130489027	130489816	GLEAN_10001596
chr3	130569668	130570622	GLEAN_10035507
chr3	130581955	130583039	GLEAN_10019609
chr3	130885715	130886747	GLEAN_10023353
chr3	131049958	131050919	GLEAN_10012423
chr3	131079988	131080335	GLEAN_10012424
chr3	131418932	131419372	GLEAN_10022126
chr3	131581018	131584372	GLEAN_10022783
chr3	131586572	131587636	GLEAN_10022127
chr3	131641913	131646255	GLEAN_10022128
chr3	131769429	131771186	GLEAN_10004058
chr3	131775069	131775317	GLEAN_10022129
chr3	131848317	131848960	GLEAN_10034786
chr3	132044550	132044924	GLEAN_10025485
chr3	132045821	132047767	GLEAN_10025486
chr3	132161768	132162085	GLEAN_10009770
chr3	132164032	132174590	GLEAN_10025487
chr3	132189914	132190158	GLEAN_10002672
chr3	132371669	132372055	GLEAN_10016189
chr3	132882066	132882689	GLEAN_10025489
chr3	132950592	132952296	GLEAN_10025490
chr3	133033398	133034216	GLEAN_10031418
chr3	133488103	133488321	GLEAN_10023385
chr3	133575415	133577082	GLEAN_10023384
chr3	133706814	133708412	GLEAN_10023383
chr3	134020506	134020810	GLEAN_10023382
chr3	134376870	134380145	GLEAN_10026902
chr3	134464531	134464800	GLEAN_10026901
chr3	134503076	134504280	GLEAN_10026900
chr3	134810491	134811674	GLEAN_10026899
chr3	134887644	134888189	GLEAN_10026898
chr3	134938564	134943645	GLEAN_10026897
chr3	134970265	134971407	GLEAN_10026896
chr3	135073159	135073478	GLEAN_10026893
chr3	135177301	135177612	GLEAN_10026892
chr3	135659707	135662949	GLEAN_10034642
chr3	135831860	135834399	GLEAN_10034641
chr3	135837346	135837669	GLEAN_10034640
chr3	136482362	136482871	GLEAN_10034639
chr3	136487365	136488712	GLEAN_10034638
chr3	136558993	136559619	GLEAN_10034637
chr3	136678354	136678767	GLEAN_10034636
chr3	137514524	137514826	GLEAN_10034634
chr3	137625019	137625291	GLEAN_10030912
chr3	137629315	137630526	GLEAN_10016305
chr3	137636420	137636624	GLEAN_10001508
chr3	137643836	137644453	GLEAN_10034631
chr3	137705617	137705895	GLEAN_10034633
chr3	137708483	137708974	GLEAN_10034632
chr3	137769820	137770569	GLEAN_10034630
chr3	137771693	137772112	GLEAN_10034629
chr3	137948728	137949171	GLEAN_10034628
chr3	137950144	137950491	GLEAN_10034627
chr3	137976756	137977848	GLEAN_10034626
chr3	138000402	138000731	GLEAN_10034625
chr3	138155822	138157301	GLEAN_10018424
chr3	138359506	138372968	GLEAN_10018425
chr3	138436509	138437116	GLEAN_10008687
chr3	138596828	138597813	GLEAN_10018427
chr3	138695583	138695833	GLEAN_10018428
chr3	138786880	138787632	GLEAN_10018429
chr3	139196899	139197306	GLEAN_10002727
chr3	139266600	139275705	GLEAN_10002728
chr3	139402027	139402318	GLEAN_10004159
chr3	139402585	139406548	GLEAN_10004158
chr3	139418179	139418508	GLEAN_10004157
chr3	139429713	139430960	GLEAN_10033990
chr3	139690495	139691160	GLEAN_10010834
chr3	139691824	139692102	GLEAN_10010835
chr3	139722156	139722371	GLEAN_10010836
chr3	139837306	139838182	GLEAN_10034728
chr3	139893827	139894294	GLEAN_10010837
chr3	139913524	139913907	GLEAN_10010838
chr3	139928446	139949688	GLEAN_10010839
chr3	140112684	140113021	GLEAN_10017562
chr3	140398422	140398901	GLEAN_10021739
chr3	140612332	140613253	GLEAN_10021737
chr3	140664452	140666323	GLEAN_10021735
chr3	140706518	140706548	GLEAN_10004119
chr3	140722347	140723542	GLEAN_10021734
chr3	140754999	140755297	GLEAN_10026111
chr3	141107386	141108592	GLEAN_10024754
chr3	141117903	141118561	GLEAN_10024755
chr3	141163195	141163467	GLEAN_10024756
chr3	141701808	141702776	GLEAN_10000237
chr3	141724424	141726741	GLEAN_10024757
chr3	141821688	141823419	GLEAN_10024758
chr3	141928024	141928420	GLEAN_10036790
chr3	142000684	142001034	GLEAN_10019555
chr3	142052610	142055538	GLEAN_10019556
chr3	142279084	142279428	GLEAN_10019557
chr3	142300847	142301318	GLEAN_10036107
chr3	142321693	142326320	GLEAN_10019559
chr3	142349025	142349372	GLEAN_10019560
chr3	142370964	142376595	GLEAN_10033176
chr3	142487326	142487967	GLEAN_10019561
chr3	142596531	142597013	GLEAN_10019562
chr3	142700315	142700689	GLEAN_10019563
chr3	142730759	142731647	GLEAN_10019564
chr3	142747224	142749903	GLEAN_10019565
chr3	143054719	143057321	GLEAN_10009168
chr3	143200563	143202617	GLEAN_10009169
chr3	143235179	143235603	GLEAN_10009170
chr3	143307148	143307408	GLEAN_10009171
chr3	143360340	143360765	GLEAN_10009172
chr3	143704546	143705128	GLEAN_10009784
chr3	143789813	143800047	GLEAN_10009783
chr3	143893116	143894041	GLEAN_10009781
chr3	143898061	143898446	GLEAN_10009780
chr3	143990719	143991336	GLEAN_10009779
chr3	144117493	144121810	GLEAN_10009778
chr3	144218911	144219865	GLEAN_10003894
chr3	144758091	144758695	GLEAN_10029825
chr3	144997678	144998334	GLEAN_10029826
chr3	145032162	145032859	GLEAN_10026895
chr3	145133520	145133994	GLEAN_10029827
chr3	145282183	145282682	GLEAN_10021725
chr3	145289060	145289628	GLEAN_10029828
chr3	145690333	145694275	GLEAN_10036819
chr3	145695179	145695418	GLEAN_10021214
chr3	145697157	145697618	GLEAN_10036820
chr3	145746916	145747266	GLEAN_10036821
chr3	146025033	146026652	GLEAN_10030542
chr3	146183209	146183607	GLEAN_10036823
chr3	146358205	146359296	GLEAN_10024579
chr3	146361831	146362262	GLEAN_10036825
chr3	146363446	146369716	GLEAN_10036824
chr3	146410888	146413715	GLEAN_10037279
chr3	146962190	146962723	GLEAN_10036828
chr3	147122559	147124323	GLEAN_10036829
chr3	147171880	147173888	GLEAN_10036830
chr3	147248750	147249521	GLEAN_10036831
chr3	147252636	147252890	GLEAN_10036832
chr3	147266490	147266944	GLEAN_10036833
chr3	147349832	147350161	GLEAN_10034554
chr3	147363029	147363322	GLEAN_10036834
chr3	147597246	147598791	GLEAN_10036835
chr3	147651858	147652172	GLEAN_10036836
chr3	147655960	147658477	GLEAN_10036837
chr3	147814538	147815296	GLEAN_10036838
chr3	147957492	147958207	GLEAN_10020545
chr3	148077744	148078439	GLEAN_10036839
chr3	148151125	148151610	GLEAN_10036840
chr3	148152443	148152844	GLEAN_10036841
chr3	148192460	148196304	GLEAN_10036842
chr3	148202756	148203283	GLEAN_10036843
chr3	148228031	148228438	GLEAN_10036844
chr3	148229243	148229710	GLEAN_10036845
chr3	148360249	148361229	GLEAN_10033018
chr3	148571846	148576772	GLEAN_10004398
chr3	148581149	148582168	GLEAN_10004399
chr3	148622908	148624460	GLEAN_10004400
chr3	148751185	148752558	GLEAN_10004401
chr3	149140263	149141162	GLEAN_10033736
chr3	149142112	149143064	GLEAN_10033735
chr3	149144700	149153384	GLEAN_10033734
chr3	149181811	149183528	GLEAN_10033733
chr3	149220776	149221710	GLEAN_10033732
chr3	149524284	149524682	GLEAN_10033731
chr3	149725116	149726114	GLEAN_10033730
chr3	149765407	149766886	GLEAN_10033729
chr3	150038512	150040966	GLEAN_10033728
chr3	150113303	150113614	GLEAN_10033725
chr3	150117254	150117839	GLEAN_10033724
chr3	150133310	150134910	GLEAN_10033723
chr3	150571105	150571575	GLEAN_10033722
chr3	150865852	150866135	GLEAN_10016847
chr3	151174499	151175110	GLEAN_10023161
chr3	151279767	151280045	GLEAN_10023159
chr3	151386464	151386709	GLEAN_10023157
chr3	151445855	151446697	GLEAN_10023156
chr3	151453563	151458581	GLEAN_10023155
chr3	151577875	151578581	GLEAN_10023154
chr3	151711828	151712118	GLEAN_10023153
chr3	152029896	152032664	GLEAN_10013614
chr3	152038874	152039284	GLEAN_10023151
chr3	152225525	152229380	GLEAN_10023150
chr3	152583228	152583779	GLEAN_10009266
chr3	152807599	152808339	GLEAN_10008170
chr3	153000341	153003950	GLEAN_10003619
chr3	153048839	153052023	GLEAN_10003620
chr3	153098715	153099422	GLEAN_10003621
chr3	153163235	153163466	GLEAN_10016673
chr3	153258399	153259301	GLEAN_10026951
chr3	153317566	153318546	GLEAN_10001812
chr3	153532589	153533386	GLEAN_10026950
chr3	153567370	153571396	GLEAN_10026949
chr3	153577850	153578321	GLEAN_10026948
chr3	153628731	153630849	GLEAN_10026947
chr3	153816948	153817322	GLEAN_10026946
chr3	153828221	153828523	GLEAN_10026945
chr3	153867587	153871229	GLEAN_10026944
chr3	153982820	153983602	GLEAN_10024741
chr3	154079285	154079434	GLEAN_10026943
chr3	154084831	154086892	GLEAN_10026942
chr3	154152589	154152957	GLEAN_10026941
chr3	154205904	154210653	GLEAN_10026940
chr3	154214299	154214706	GLEAN_10026939
chr3	154220067	154220636	GLEAN_10003082
chr3	154661009	154661221	GLEAN_10006566
chr3	154705166	154705762	GLEAN_10006567
chr3	154953754	154953986	GLEAN_10007243
chr3	154994813	154996609	GLEAN_10023044
chr3	155000209	155000568	GLEAN_10023043
chr3	155054269	155057649	GLEAN_10023042
chr3	155060060	155060528	GLEAN_10023041
chr3	155077300	155077650	GLEAN_10023040
chr3	155096847	155097918	GLEAN_10023039
chr3	155142659	155143243	GLEAN_10023038
chr3	155248482	155248734	GLEAN_10000370
chr3	155353687	155353950	GLEAN_10023037
chr3	155354265	155354477	GLEAN_10023036
chr3	155371063	155371758	GLEAN_10023035
chr3	155453336	155453651	GLEAN_10023034
chr3	155478560	155478970	GLEAN_10023033
chr3	156232447	156233933	GLEAN_10018897
chr3	156238240	156239563	GLEAN_10018896
chr3	156428697	156429263	GLEAN_10018895
chr3	156449140	156449681	GLEAN_10018894
chr3	156786935	156787333	GLEAN_10012673
chr3	156896672	156897073	GLEAN_10010980
chr3	157197582	157201891	GLEAN_10025875
chr3	157324789	157325289	GLEAN_10025877
chr3	157380142	157380924	GLEAN_10019160
chr3	157391324	157392037	GLEAN_10025878
chr3	157493284	157499425	GLEAN_10025879
chr3	157502010	157506198	GLEAN_10025880
chr3	157568211	157568960	GLEAN_10025881
chr3	157570203	157570616	GLEAN_10025882
chr3	157737669	157740817	GLEAN_10025883
chr3	157754611	157755204	GLEAN_10025884
chr3	157974118	157974960	GLEAN_10025885
chr3	158011782	158014624	GLEAN_10025886
chr3	158020484	158020869	GLEAN_10025887
chr3	158106672	158108306	GLEAN_10025888
chr3	158246680	158247858	GLEAN_10025889
chr3	158601808	158602492	GLEAN_10009399
chr3	158781106	158782050	GLEAN_10005379
chr3	158787163	158787615	GLEAN_10005378
chr3	158789484	158790084	GLEAN_10018893
chr3	158791512	158792312	GLEAN_10026960
chr3	158877665	158887557	GLEAN_10009398
chr3	158891454	158892014	GLEAN_10009397
chr3	159151003	159151366	GLEAN_10000165
chr3	159442342	159443546	GLEAN_10034635
chr3	159588565	159590635	GLEAN_10007760
chr3	160243039	160244068	GLEAN_10018760
chr3	160389726	160390049	GLEAN_10028727
chr3	160396169	160397879	GLEAN_10019155
chr3	160399502	160400773	GLEAN_10019156
chr3	160413828	160414103	GLEAN_10019157
chr3	160414260	160421253	GLEAN_10019158
chr3	160678505	160678804	GLEAN_10019161
chr3	160853917	160854234	GLEAN_10019162
chr3	160880320	160880637	GLEAN_10019163
chr3	160986916	160989141	GLEAN_10019164
chr3	161140460	161140771	GLEAN_10019165
chr3	161228692	161231601	GLEAN_10019166
chr3	161234349	161238021	GLEAN_10030834
chr3	161249184	161250453	GLEAN_10019167
chr3	161308723	161308785	GLEAN_10006669
chr3	161403006	161404114	GLEAN_10019168
chr3	161514824	161517196	GLEAN_10005318
chr3	161964299	161964903	GLEAN_10023927
chr3	161972407	161982885	GLEAN_10016618
chr3	162222399	162222872	GLEAN_10016617
chr3	162374224	162374869	GLEAN_10016616
chr3	162550454	162550765	GLEAN_10016615
chr3	162740010	162741476	GLEAN_10014879
chr3	162806317	162806988	GLEAN_10014878
chr3	162828086	162831419	GLEAN_10008324
chr3	162875311	162876331	GLEAN_10017627
chr3	163105515	163106461	GLEAN_10014877
chr3	163265214	163266761	GLEAN_10014876
chr3	163497996	163499709	GLEAN_10019132
chr3	163518487	163518903	GLEAN_10019131
chr3	163519725	163519955	GLEAN_10019130
chr3	163542055	163542972	GLEAN_10019129
chr3	163748165	163749560	GLEAN_10019128
chr3	163829006	163831688	GLEAN_10019127
chr3	163845709	163846669	GLEAN_10019126
chr3	163905991	163906932	GLEAN_10038367
chr3	163929440	163929827	GLEAN_10019125
chr3	164010310	164011437	GLEAN_10019124
chr3	164050763	164051020	GLEAN_10019123
chr3	164262775	164265805	GLEAN_10011574
chr3	164320984	164321412	GLEAN_10033357
chr3	164408516	164410002	GLEAN_10005663
chr3	164443048	164444242	GLEAN_10005664
chr3	164449156	164449749	GLEAN_10005665
chr3	164479084	164479553	GLEAN_10005666
chr3	164540465	164543224	GLEAN_10005667
chr3	164639355	164640399	GLEAN_10024752
chr3	165089726	165090179	GLEAN_10037466
chr3	165093352	165103404	GLEAN_10037465
chr3	165194269	165194778	GLEAN_10037464
chr3	165240232	165240732	GLEAN_10037463
chr3	165499687	165499917	GLEAN_10037462
chr3	165665804	165666516	GLEAN_10034426
chr3	165883752	165883985	GLEAN_10017231
chr3	166011345	166012013	GLEAN_10037459
chr3	166082139	166083140	GLEAN_10009036
chr3	166206387	166206562	GLEAN_10038059
chr3	166238843	166241478	GLEAN_10037458
chr3	166369461	166370265	GLEAN_10037457
chr3	166547838	166549459	GLEAN_10037456
chr3	166551989	166553269	GLEAN_10011571
chr3	166555179	166555720	GLEAN_10014816
chr3	166558854	166559424	GLEAN_10023399
chr3	166560648	166564354	GLEAN_10023400
chr3	166622559	166624702	GLEAN_10037453
chr3	166707382	166707915	GLEAN_10018601
chr3	166743434	166744374	GLEAN_10037451
chr3	166869971	166870150	GLEAN_10037450
chr3	167136473	167136973	GLEAN_10032513
chr3	167554780	167555732	GLEAN_10005077
chr3	167768854	167769615	GLEAN_10037449
chr3	168106300	168106725	GLEAN_10037448
chr3	168117261	168117962	GLEAN_10037447
chr3	168154030	168156143	GLEAN_10018974
