pop1	pop2	chromosome	window_pos_1	window_pos_2	avg_wc_fst	no_snps
gpE	gpD	chr1	30800001	30900000	-0.022082952535652	18
gpE	gpD	chr1	30900001	31000000	-0.0006061132815389	3
gpE	gpD	chr1	31000001	31100000	0.0148356443323959	1
gpE	gpD	chr1	31100001	31200000	-0.0145132354002229	4
gpE	gpD	chr1	31300001	31400000	-0.0678309691765833	1
gpE	gpD	chr1	32000001	32100000	-0.0138729006078548	8
gpE	gpD	chr1	32200001	32300000	0.1317729268123658	5
gpE	gpD	chr1	32300001	32400000	-0.0501297498126375	13
gpE	gpD	chr1	32400001	32500000	-0.0416611468035824	7
gpE	gpD	chr1	32800001	32900000	0.31127652609354	3
gpE	gpD	chr1	33000001	33100000	-0.0125278041036059	13
gpE	gpD	chr1	33100001	33200000	-0.0241108693277954	16
gpE	gpD	chr1	33200001	33300000	-0.0167503552330783	17
gpE	gpD	chr1	33300001	33400000	0.0210526315789473	1
gpE	gpD	chr1	33400001	33500000	-0.0327697935362988	10
gpE	gpD	chr1	34100001	34200000	0.0271196117613473	3
gpE	gpD	chr1	34300001	34400000	-0.0580938358741804	12
gpE	gpD	chr1	34400001	34500000	-0.0402253832946588	8
gpE	gpD	chr1	34600001	34700000	0.3	1
gpE	gpD	chr1	34800001	34900000	-0.0302852605218313	13
gpE	gpD	chr1	34900001	35000000	-0.0357012240168025	7
gpE	gpD	chr1	35100001	35200000	-0.0353155633254522	16
gpE	gpD	chr1	35200001	35300000	-0.0746600581833854	1
gpE	gpD	chr1	35400001	35500000	0.0097625473184691	3
gpE	gpD	chr1	35500001	35600000	-0.0200818141283073	8
gpE	gpD	chr1	35600001	35700000	-0.0480547114761527	9
gpE	gpD	chr1	35700001	35800000	-0.0361276586514384	10
gpE	gpD	chr1	35800001	35900000	0.0555226564576083	13
gpE	gpD	chr1	36000001	36100000	-0.1141223798433198	1
gpE	gpD	chr1	36100001	36200000	-0.0271888404143485	14
gpE	gpD	chr1	36200001	36300000	-0.0222588623248144	1
gpE	gpD	chr1	36800001	36900000	NA	1
gpE	gpD	chr1	36900001	37000000	-0.0398596075616252	7
gpE	gpD	chr1	37000001	37100000	-0.0269779670379333	11
gpE	gpD	chr1	37100001	37200000	0.1022947375290353	19
gpE	gpD	chr1	37300001	37400000	0.0746339627942886	30
gpE	gpD	chr1	37700001	37800000	-0.0283114867728224	6
gpE	gpD	chr1	37800001	37900000	-0.0517562671067604	12
gpE	gpD	chr1	37900001	38000000	-0.0130027800048201	63
gpE	gpD	chr1	38000001	38100000	-0.0197923875432525	1
gpE	gpD	chr1	38100001	38200000	0.0041780243523954	18
gpE	gpD	chr1	38300001	38400000	-0.0900457705880297	1
gpE	gpD	chr1	38500001	38600000	-0.0074305784429144	7
gpE	gpD	chr1	39000001	39100000	-0.029751677483367	16
gpE	gpD	chr1	39100001	39200000	-0.0432842560048162	3
gpE	gpD	chr1	39200001	39300000	-0.0383649129880446	12
gpE	gpD	chr1	39700001	39800000	-0.0332950986766278	7
gpE	gpD	chr1	40000001	40100000	0.0106993063937225	11
gpE	gpD	chr1	40100001	40200000	-0.0222072093420332	12
gpE	gpD	chr1	40200001	40300000	-0.0248501030861168	14
gpE	gpD	chr1	40300001	40400000	0.0440606797163049	5
gpE	gpD	chr1	40500001	40600000	-0.0397461664722724	10
gpE	gpD	chr1	40600001	40700000	-0.0435168678470029	25
gpE	gpD	chr1	40700001	40800000	0.0669181100493866	12
gpE	gpD	chr1	40800001	40900000	0.3415606554227545	4
gpE	gpD	chr1	41000001	41100000	0.0112854217867072	11
gpE	gpD	chr1	41100001	41200000	-0.0001895557148347	2
gpE	gpD	chr1	41200001	41300000	-0.0074421700000934	28
gpE	gpD	chr1	41300001	41400000	0.0078413284132841	2
gpE	gpD	chr1	41400001	41500000	0.024334831101935	11
gpE	gpD	chr1	41700001	41800000	0.0733090400507739	4
gpE	gpD	chr1	41800001	41900000	-0.107361963190184	1
gpE	gpD	chr1	41900001	42000000	0.0045646414587251	27
gpE	gpD	chr1	42000001	42100000	-0.0026861910945575	10
gpE	gpD	chr1	42200001	42300000	-0.0101017770253939	7
gpE	gpD	chr1	42300001	42400000	-0.0421085969991715	3
gpE	gpD	chr1	42400001	42500000	0.2182033346221894	1
gpE	gpD	chr1	42500001	42600000	0.0588356517885965	14
gpE	gpD	chr1	42700001	42800000	-0.0272840016535758	1
gpE	gpD	chr1	42800001	42900000	-0.0136603353412611	19
gpE	gpD	chr1	42900001	43000000	0.3231669103822853	1
gpE	gpD	chr1	43000001	43100000	-0.0740058035912513	4
gpE	gpD	chr1	43300001	43400000	0.0013491280811919	8
gpE	gpD	chr1	43500001	43600000	-0.0077345925193843	12
gpE	gpD	chr1	43800001	43900000	-0.0220573287107165	37
gpE	gpD	chr1	43900001	44000000	0.0268479209764474	32
gpE	gpD	chr1	44000001	44100000	0.0134627014449363	22
gpE	gpD	chr1	44100001	44200000	-0.0581025873808442	1
gpE	gpD	chr1	44400001	44500000	-0.0463802140747493	2
gpE	gpD	chr1	44500001	44600000	0.0296447516439348	12
gpE	gpD	chr1	44700001	44800000	0.0276032178565549	10
gpE	gpD	chr1	44800001	44900000	0.2634898241417337	23
gpE	gpD	chr1	45200001	45300000	0.0967812643393066	13
gpE	gpD	chr1	45700001	45800000	-0.1127986422841291	6
gpE	gpD	chr1	45800001	45900000	-0.0258135264508852	5
gpE	gpD	chr1	45900001	46000000	-0.0449308136582291	9
gpE	gpD	chr1	46200001	46300000	-0.0113926686937611	20
gpE	gpD	chr1	46500001	46600000	0.0267474931401891	2
gpE	gpD	chr1	46600001	46700000	0.0331125827814569	1
gpE	gpD	chr1	46700001	46800000	0.0557751189295444	2
gpE	gpD	chr1	46900001	47000000	0.0136176261142719	6
gpE	gpD	chr1	47100001	47200000	-0.0532265365643907	3
gpE	gpD	chr1	47200001	47300000	0.0400763174629218	5
gpE	gpD	chr1	47400001	47500000	0.0118989146012722	4
gpE	gpD	chr1	47500001	47600000	0.1009399264405393	2
gpE	gpD	chr1	47600001	47700000	-0.0599033076549875	2
gpE	gpD	chr1	47800001	47900000	-0.0122143052308015	15
gpE	gpD	chr1	47900001	48000000	-0.0550299027046327	1
gpE	gpD	chr1	48100001	48200000	-0.0867208672086721	1
gpE	gpD	chr1	48200001	48300000	-0.0382620255176499	3
gpE	gpD	chr1	48300001	48400000	0.0661812054595667	10
gpE	gpD	chr1	48400001	48500000	0.0138344149538396	2
gpE	gpD	chr1	48600001	48700000	0.0999999999999999	1
gpE	gpD	chr1	48700001	48800000	-0.0321113215299808	5
gpE	gpD	chr1	48800001	48900000	-0.022555445161765	12
gpE	gpD	chr1	49200001	49300000	-0.0132002376172049	17
gpE	gpD	chr1	49300001	49400000	0.1145173651067369	8
gpE	gpD	chr1	49400001	49500000	0.1811999416741628	6
gpE	gpD	chr1	50000001	50100000	-0.0109869437232396	7
gpE	gpD	chr1	50600001	50700000	-0.0278059906553937	15
gpE	gpD	chr1	50700001	50800000	0.0427350427350427	1
gpE	gpD	chr1	50900001	51000000	0.0282150903763254	19
gpE	gpD	chr1	51200001	51300000	-0.0478358893784773	2
gpE	gpD	chr1	51300001	51400000	0.0250282368265412	22
gpE	gpD	chr1	51400001	51500000	0.0943106366433938	6
gpE	gpD	chr1	51600001	51700000	0.0549067716160333	18
gpE	gpD	chr1	51800001	51900000	-0.0722366089521315	9
gpE	gpD	chr1	52600001	52700000	0.2342043329707687	7
gpE	gpD	chr1	52700001	52800000	0.0394522532702369	19
gpE	gpD	chr1	52800001	52900000	0.0099094517623412	5
gpE	gpD	chr1	53100001	53200000	0.0150589292416227	14
gpE	gpD	chr1	53200001	53300000	-0.8497741858806753	2
gpE	gpD	chr1	53300001	53400000	0.0185514402411128	26
gpE	gpD	chr1	53500001	53600000	0.0434387859562322	2
gpE	gpD	chr1	53600001	53700000	0.1033386327503974	1
gpE	gpD	chr1	54100001	54200000	-0.1484609098338327	1
gpE	gpD	chr1	54700001	54800000	-0.0065454319472388	5
gpE	gpD	chr1	54900001	55000000	0.1914847865820879	1
gpE	gpD	chr1	55100001	55200000	-0.0180889557006684	5
gpE	gpD	chr1	55200001	55300000	0.0002506025934066	7
gpE	gpD	chr1	55400001	55500000	-0.0564018853939502	3
gpE	gpD	chr1	55700001	55800000	-0.0458426077707687	17
gpE	gpD	chr1	56000001	56100000	0.0021670875040499	13
gpE	gpD	chr1	56100001	56200000	-0.0089315227662023	9
gpE	gpD	chr1	56200001	56300000	0.1046085832698685	9
gpE	gpD	chr1	56300001	56400000	0.0709676482192266	13
gpE	gpD	chr1	56400001	56500000	-0.0168298814208	6
gpE	gpD	chr1	56500001	56600000	-0.0368029768379886	7
gpE	gpD	chr1	56600001	56700000	0.0287777526694652	3
gpE	gpD	chr1	56800001	56900000	-0.0246735498643177	7
gpE	gpD	chr1	57000001	57100000	0.0242150179645557	5
gpE	gpD	chr1	57100001	57200000	-0.0026195817845212	14
gpE	gpD	chr1	57200001	57300000	-0.0172148089028925	22
gpE	gpD	chr1	57300001	57400000	-0.0107129742535354	3
gpE	gpD	chr1	57400001	57500000	0.0013464322156275	15
gpE	gpD	chr1	57500001	57600000	-0.0358101953175832	3
gpE	gpD	chr1	57700001	57800000	0.0584655770713705	6
gpE	gpD	chr1	57800001	57900000	0.0030480357829275	7
gpE	gpD	chr1	57900001	58000000	0.03733575866536	39
gpE	gpD	chr1	58000001	58100000	0.0038322023965892	12
gpE	gpD	chr1	58100001	58200000	-0.0148432792500888	14
gpE	gpD	chr1	58200001	58300000	NA	1
gpE	gpD	chr1	58800001	58900000	0.0767092245531899	3
gpE	gpD	chr1	59000001	59100000	-0.0093587938635188	58
gpE	gpD	chr1	59300001	59400000	0.0166400824608372	2
gpE	gpD	chr1	59400001	59500000	0.0061393432883115	5
gpE	gpD	chr1	59600001	59700000	0.0059667763624503	10
gpE	gpD	chr1	59700001	59800000	0.037316031140026	17
gpE	gpD	chr1	60100001	60200000	-0.0179645915297384	1
gpE	gpD	chr1	60200001	60300000	0.0253229414065957	6
gpE	gpD	chr1	60400001	60500000	-0.0169840018388129	7
gpE	gpD	chr1	60600001	60700000	-0.0355349165100571	26
gpE	gpD	chr1	60900001	61000000	0.0212114947281373	2
gpE	gpD	chr1	61100001	61200000	-0.1152393683258194	2
gpE	gpD	chr1	61200001	61300000	-0.0225073443789333	9
gpE	gpD	chr1	61600001	61700000	-0.0592066311248729	3
gpE	gpD	chr1	62600001	62700000	0.0156892962376692	5
gpE	gpD	chr1	62800001	62900000	0.1038696537678207	1
gpE	gpD	chr1	62900001	63000000	-0.0401284109149277	1
gpE	gpD	chr1	63000001	63100000	0.0189793361505908	28
gpE	gpD	chr1	63600001	63700000	NA	2
gpE	gpD	chr1	64600001	64700000	0.0302885799866345	13
gpE	gpD	chr1	64700001	64800000	-0.0368606894155971	7
gpE	gpD	chr1	64800001	64900000	0.2246059544658493	2
gpE	gpD	chr1	64900001	65000000	-0.0349638381531559	29
gpE	gpD	chr1	65000001	65100000	0.0155479276132007	19
gpE	gpD	chr1	65200001	65300000	-0.0044824846888493	4
gpE	gpD	chr1	65400001	65500000	-0.0259004758368074	39
gpE	gpD	chr1	65600001	65700000	-0.0197153910388087	20
gpE	gpD	chr1	66200001	66300000	-0.0260071048257331	11
gpE	gpD	chr1	66300001	66400000	-0.0206508055170615	7
gpE	gpD	chr1	66400001	66500000	0.0298965816955503	5
gpE	gpD	chr1	66500001	66600000	-0.0278508206975433	8
gpE	gpD	chr1	66800001	66900000	-0.0523956018581027	11
gpE	gpD	chr1	66900001	67000000	-0.0284568189078441	4
gpE	gpD	chr1	67000001	67100000	-0.0458027322183671	8
gpE	gpD	chr1	67100001	67200000	0.0139504421493145	3
gpE	gpD	chr1	67300001	67400000	-0.0384266543535078	3
gpE	gpD	chr1	67400001	67500000	-0.0246408056198352	6
gpE	gpD	chr1	68000001	68100000	NA	1
gpE	gpD	chr1	68300001	68400000	-0.0221493657848276	5
gpE	gpD	chr1	68400001	68500000	-4.813958981128173e-06	2
gpE	gpD	chr1	68600001	68700000	-0.0158296132450641	19
gpE	gpD	chr1	68700001	68800000	-0.0418799517081727	5
gpE	gpD	chr1	68900001	69000000	0.0023534767371194	3
gpE	gpD	chr1	69300001	69400000	0.0297268746223596	12
gpE	gpD	chr1	69400001	69500000	-0.0187902688054585	7
gpE	gpD	chr1	69600001	69700000	-0.0323567596944475	2
gpE	gpD	chr1	69700001	69800000	-0.0618769227088002	5
gpE	gpD	chr1	69800001	69900000	-0.008682232122412	16
gpE	gpD	chr1	69900001	70000000	0.0528726282494441	12
gpE	gpD	chr1	70000001	70100000	-0.1232829965321619	2
gpE	gpD	chr1	70300001	70400000	-0.0177526464922628	9
gpE	gpD	chr1	70400001	70500000	-0.0081952285558185	1
gpE	gpD	chr1	70500001	70600000	0.0636055662915841	13
gpE	gpD	chr1	70600001	70700000	0.0624364373277268	15
gpE	gpD	chr1	70700001	70800000	-0.1005635882013861	2
gpE	gpD	chr1	70900001	71000000	-0.15	1
gpE	gpD	chr1	71000001	71100000	0.251689432964352	6
gpE	gpD	chr1	71100001	71200000	0.1930804567502787	15
gpE	gpD	chr1	71200001	71300000	0.4029932032066922	2
gpE	gpD	chr1	71300001	71400000	0.0418773651925578	18
gpE	gpD	chr1	71400001	71500000	0.0279112777630636	6
gpE	gpD	chr1	71500001	71600000	-0.0465220643713868	5
gpE	gpD	chr1	71600001	71700000	-0.0169520234228396	28
gpE	gpD	chr1	71700001	71800000	-0.0149123720064342	37
gpE	gpD	chr1	71800001	71900000	0.0127729110380585	12
gpE	gpD	chr1	71900001	72000000	-0.0190900103978323	2
gpE	gpD	chr1	72000001	72100000	0.0320751775407407	5
gpE	gpD	chr1	72200001	72300000	-0.0029997272975183	1
gpE	gpD	chr1	72400001	72500000	-0.0555559945043094	3
gpE	gpD	chr1	72700001	72800000	-0.0311447056868693	6
gpE	gpD	chr1	72900001	73000000	-0.023164754257738	6
gpE	gpD	chr1	73500001	73600000	-0.0246492783781859	11
gpE	gpD	chr1	73600001	73700000	-0.0301462589493468	8
gpE	gpD	chr1	73700001	73800000	-0.0159317676081342	19
gpE	gpD	chr1	73800001	73900000	0.0511522457214595	6
gpE	gpD	chr1	74000001	74100000	-0.0844087860752464	3
gpE	gpD	chr1	74100001	74200000	-0.0371595910128718	4
gpE	gpD	chr1	74300001	74400000	0.0091498232588576	7
gpE	gpD	chr1	74500001	74600000	-0.0666777417306637	5
gpE	gpD	chr1	75300001	75400000	-0.0685859955256518	30
gpE	gpD	chr1	75400001	75500000	-0.0417767096591441	2
gpE	gpD	chr1	75600001	75700000	-0.0285835898260115	7
gpE	gpD	chr1	75800001	75900000	-0.1776785119007934	1
gpE	gpD	chr1	75900001	76000000	0.0567625574120491	6
gpE	gpD	chr1	76100001	76200000	-0.028513162236578	3
gpE	gpD	chr1	76400001	76500000	-0.0313452826455344	2
gpE	gpD	chr1	76600001	76700000	0.0279547973476438	6
gpE	gpD	chr1	76700001	76800000	-0.0853315892281541	3
gpE	gpD	chr1	76800001	76900000	-0.0383809153730423	8
gpE	gpD	chr1	76900001	77000000	-0.0613656232623865	3
gpE	gpD	chr1	77100001	77200000	0.0003392636478991	18
gpE	gpD	chr1	77200001	77300000	-0.0184932840179093	1
gpE	gpD	chr1	77600001	77700000	0.0752083123537217	9
gpE	gpD	chr1	77800001	77900000	0.0284084102737021	2
gpE	gpD	chr1	78000001	78100000	-0.0158086331040218	9
gpE	gpD	chr1	78200001	78300000	0.0097261718178075	3
gpE	gpD	chr1	78300001	78400000	-0.0378146142697672	5
gpE	gpD	chr1	79400001	79500000	0.0137196906651443	26
gpE	gpD	chr1	79500001	79600000	0.0034796463102646	3
gpE	gpD	chr1	79600001	79700000	0.0106572355836458	11
gpE	gpD	chr1	79700001	79800000	0.0057334936987725	25
gpE	gpD	chr1	79800001	79900000	-0.0393700787401574	1
gpE	gpD	chr1	80400001	80500000	0.0474721702229712	5
gpE	gpD	chr1	82900001	83000000	-0.0254475333894797	3
gpE	gpD	chr1	83100001	83200000	0.0658629755748376	2
gpE	gpD	chr1	83300001	83400000	0.0029509049818938	7
gpE	gpD	chr1	83600001	83700000	-0.0412482344972739	6
gpE	gpD	chr1	83700001	83800000	-0.0458866069723184	13
gpE	gpD	chr1	83900001	84000000	-0.0647288227197087	14
gpE	gpD	chr1	84200001	84300000	NA	1
gpE	gpD	chr1	84300001	84400000	-0.0045918978668061	8
gpE	gpD	chr1	84400001	84500000	-0.0646914561839059	4
gpE	gpD	chr1	84800001	84900000	0.0362526938948136	15
gpE	gpD	chr1	84900001	85000000	-0.0514633404519298	6
gpE	gpD	chr1	85000001	85100000	0.0436694928980888	13
gpE	gpD	chr1	85200001	85300000	-0.0701593152470784	11
gpE	gpD	chr1	85300001	85400000	-0.0340484576795816	2
gpE	gpD	chr1	85600001	85700000	-0.0121325903511661	4
gpE	gpD	chr1	85800001	85900000	-0.0720140368467226	4
gpE	gpD	chr1	85900001	86000000	-0.0488758133442137	2
gpE	gpD	chr1	86000001	86100000	0.0480001393524627	2
gpE	gpD	chr1	86200001	86300000	0.0396507588813564	26
gpE	gpD	chr1	86700001	86800000	0.0447475620019025	10
gpE	gpD	chr1	86800001	86900000	-0.033166925948848	4
gpE	gpD	chr1	87100001	87200000	-0.0143965028552266	10
gpE	gpD	chr1	87300001	87400000	0.1340692499185153	3
gpE	gpD	chr1	87500001	87600000	-0.0077429982537731	10
gpE	gpD	chr1	87600001	87700000	0.0437071022045582	3
gpE	gpD	chr1	87700001	87800000	-0.0582559638262735	3
gpE	gpD	chr1	88000001	88100000	-0.0673005259905767	8
gpE	gpD	chr1	88100001	88200000	-0.033785734911926	1
gpE	gpD	chr1	88200001	88300000	-0.1000545211228046	1
gpE	gpD	chr1	88500001	88600000	-0.0608960864864242	9
gpE	gpD	chr1	88600001	88700000	-0.0201556480758154	3
gpE	gpD	chr1	88700001	88800000	-0.0032627127437476	8
gpE	gpD	chr1	88900001	89000000	0.0097344069222449	1
gpE	gpD	chr1	89000001	89100000	-0.0505602191104609	8
gpE	gpD	chr1	89100001	89200000	-0.0462769047387469	7
gpE	gpD	chr1	89200001	89300000	-0.0114973725365005	22
