Contig_name	Status	BiAllelic_SNP	TriAllelic_SNP	QuadriAllelic_SNP	nN	nS	fixN	fixS	polymN0.0	polymS0.0	polymN0.2	polymS0.2	MK_nN	MK_nS	GCalfreq<=0.125	GCalfreq<=0.25	GCalfreq<=0.375	GCalfreq<=0.5	GCalfreq<=0.625	GCalfreq<=0.75	GCalfreq<=0.875	GCalfreq<=1	Pearl_millet_nb_sequence	Pearl_millet_nb_complete_site	Pearl_millet_GC3	Pearl_millet_piN	Pearl_millet_piS	Pearl_millet_Fit	Pearl_millet_WeirCockerham84_Fit	H(Sa-21-28423-02)	H(Sa-21-28423-03)	H(Sa-21-28425-02)	H(Sa-21-30147-01)	H(Sa-21-30147-02)	H(Sa-21-30147-03)	H(Sa-21-30147-04)	H(Sa-21-30218-01)	H(Sa-21-30218-02)	H(Sa-21-30218-03)	H(Sa-21-30507-01)	H(Sa-21-30507-02)	H(Sa-21-30515-01)	H(Sa-21-30515-02)	H(Sa-21-30529-02)	H(Sa-21-30529-03)	H(Sa-21-82410-01)	H(Sa-21-82410-02)	H(Sa-21-82410-03)	H(Sa-21-82410-04)	H(Sa-24-60424-01)	H(Sa-24-60424-03)	H(Sa-6-3189-01)	H(Sa-6-3189-02)	H(Sa-6-3189-03)	H(Sa-6-3189-04)	H(Sa-6-3385-01)	H(Sa-6-4253-01)	H(Sa-6-4253-02)	H(Sa-6-51263-02)	H(Sa-8-11559-01)	H(Sa-8-11559-03)	H(Sa-8-12129-01)	H(Sa-8-12129-02)	H(Sa-8-12129-03)	H(Sa-8-12129-04)	H(Sa-8-7085-01)	H(Sa-8-7085-02)	H(Sa-8-7085-03)	H(Sa-8-7085-04)	H(Sa-8-7085-05)	H(Sa-8-7085-06)	H(So-10-20006-01)	H(So-10-20006-02)	H(So-10-20006-03)	H(So-10-20110-02)	H(So-10-20110-03)	H(So-10-20117-01)	H(So-10-20117-03)	H(So-10-20279-01)	H(So-10-20279-02)	H(So-10-20279-03)	H(So-10-20302-01)	H(So-10-20302-02)	H(So-10-20302-03)	H(So-10-20327-01)	H(So-10-20327-02)	H(So-10-20327-03)	H(So-10-20333-01)	H(So-10-20333-02)	H(So-10-20333-03)	H(So-10-20333-04)	H(So-10-20333-05)	H(So-10-20347-01)	H(So-10-20347-02)	H(So-10-20347-03)	H(So-10-20363-01)	H(So-10-20363-02)	H(So-10-20363-03)	H(So-10-56965-01)	H(So-10-56965-02)	H(So-10-56965-03)	H(So-21-1061629-01)	H(So-21-1061629-02)	H(So-21-1061629-03)	H(So-21-28371-01)	H(So-21-28371-02)	H(So-21-28371-03)	H(So-21-28371-04)	H(So-21-28423-01)	H(So-21-28423-02)	H(So-21-28423-03)	H(So-21-28425-01)	H(So-21-28425-02)	H(So-21-28425-03)	H(So-21-28449-01)	H(So-21-28449-02)	H(So-21-28449-04)	H(So-21-29822-01)	H(So-21-29822-02)	H(So-21-30218-01)	H(So-21-30218-02)	H(So-21-30218-03)	H(So-21-30507-01)	H(So-21-30507-02)	H(So-21-30522-01)	H(So-21-30522-02)	H(So-21-30522-03)	H(So-21-30529-01)	H(So-21-30529-02)	H(So-21-30529-03)	H(So-6-3189-01)	H(So-6-3189-02)	H(So-6-3189-03)	H(So-6-3385-02)	H(So-6-4253-01)	H(So-6-4253-02)	H(So-6-4452-01)	H(So-6-51263-01)	H(So-6-51263-02)	H(So-8-11559-01)	H(So-8-11559-02)	H(So-8-11559-03)	H(So-8-6685-01)	H(So-8-6685-02)	H(So-8-6685-03)	H(So-8-6858-02)	H(So-8-6858-03)	H(So-8-7024-01)	H(So-8-7024-02)	H(So-8-7024-03)	H(So-8-7291-01)	H(So-8-7539-01)	H(So-8-7539-02)	H(So-8-7539-03)	H(So-8-7539-04)	
CDS_1595_chr4_2989843_2989950	OK	1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	0	0	0	0	150	35	0.514286	0	0.0246453	0.212216	0.218616	0	0	0	-999	0	-999	-999	0	-999	0	0.00952381	-999	-999	-999	0	-999	0.00952381	0	-999	0	0.00952381	0	-999	0	0	-999	-999	0	-999	0	0	0	0	-999	-999	-999	-999	-999	0	-999	0	-999	0	0.00952381	0.00952381	0.00952381	0	0.00952381	0.00952381	0	0.00952381	0	0	-999	-999	-999	0.00952381	0.00952381	0	0.00952381	0	-999	-999	0	-999	-999	0	0.00952381	-999	-999	0	-999	-999	0	0	0.00952381	0.00952381	0.00952381	0	0.00952381	0	-999	0	-999	-999	0.00952381	-999	-999	-999	0	0.00952381	0	0.00952381	0.00952381	-999	-999	0.00952381	0	0	0	-999	0	0	-999	0.00952381	0.00952381	-999	-999	0.00952381	0	-999	-999	0	-999	-999	0	0	-999	-999	0	0	-999	0	0.00952381	-999	0.00952381	
CDS_1596_chr4_2990040_2990216	OK	1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	0	0	0	0	0	0	0	172	58	0.327586	0	0.00316736	0.320158	0.325397	-999	0	-999	-999	0	-999	0	0	0	0	0	-999	0	0	-999	0.00574713	0	0	0	0	0	0.00574713	-999	0	0	0.00574713	0	0	-999	0	-999	0	0	0	0	0	-999	-999	0	-999	0	0	0	0	0	0	0	0	0	0.00574713	0	0	-999	-999	-999	0	0	0	-999	-999	0	0	-999	0	-999	-999	0	-999	0	-999	0	0	0	0	0	0	0	0	-999	0	0	0	0	0	-999	0	-999	0	0	0	-999	0	0	0	0.00574713	0	0	-999	0	0.00574713	0	0	-999	-999	-999	0	0	-999	0	0	-999	-999	-999	0	0	0.00574713	-999	-999	-999	0	-999	-999	0	0	0	-999	
CDS_1597_chr4_3043578_3043725	OK	2	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	1	0	0	0	0	1	0	204	49	0.408163	0	0.0146393	0.0414876	0.0464042	0	0.0136054	0	-999	0	-999	0.00680272	0	-999	0.0136054	0	0	-999	-999	-999	0	0.0136054	0	0	0	0	0	0	-999	-999	0	-999	0	0	0	0	0	0.0136054	0.0136054	0	0	0.0136054	0.00680272	-999	0.0136054	0.0136054	-999	0.0136054	-999	0	0	0	0	0	0	0.0136054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-999	0	0.0136054	0	0	0.0136054	0	-999	-999	0	0.0136054	0.0136054	0.0136054	0	0	-999	0	0	0	0	-999	0	0	0.00680272	0	0	0	0.0136054	0.0136054	0	-999	0	0.0136054	0	0	0.0136054	0	0	-999	-999	0	0	0.0136054	0	0	0.00680272	-999	0.0136054	0	0.00680272	0	0	0	0	0	0	-999	-999	0	0	-999	
CDS_1598_chr4_3118900_3119129	OK	1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	1	206	76	0.355263	0	0.0022084	0.135664	0.140449	0	0.00438596	0	0	0	0	0	0	-999	-999	0	0	-999	0	0	0	0	0	0	0	0	-999	-999	0	0	0	-999	0	0	0.00438596	0	0	0	0	0	0	-999	-999	0	0	0	0	0	0	0	0.00438596	0	0	0	-999	-999	0	0	0	0	0	0	0	0	0	0	0	0.00438596	0	0	-999	0	0	0	0.00438596	0	0.00438596	-999	0	0	0	0	0	0	0	-999	0	0	0	0	0	-999	-999	0.00438596	0	0.00438596	0	-999	0	-999	-999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-999	-999	0	0	0	0	0	0	0	0.00438596	0	-999	-999	-999	0	
CDS_1599_chr4_3148616_3148696	OK	1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	0	0	0	0	0	0	0	242	27	0.37037	0	0.0128391	0.0519943	0.0561316	0	0.0123457	0.0123457	0	0	0.0123457	0.0123457	0	0	0.0123457	0	0	0.0123457	0	0.0123457	0	0.0123457	0.0123457	0	0.0123457	0	-999	0	0.0123457	0	0.0123457	0.0123457	0	0	0	0.0123457	0.0123457	0	0	0	0	0	0.0123457	0.0123457	-999	0.0123457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-999	0	0	0	0	0	0	0	0	0	0	0	0	0.0123457	0	0	-999	0	0	0	0	0	0	0	0	0	0	0.0123457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0123457	0	0	-999	0	0	0	0	0	0.0123457	0	0	0	0	0	0	0	0	
CDS_1600_chr4_3207898_3208128	OK	4	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	142	77	0.545455	0.00344426	0	-0.0923077	-0.0852713	-999	-999	0	-999	0	-999	-999	-999	-999	-999	0	-999	0	-999	0	0	0	0	-999	0.017316	0	-999	-999	0	-999	-999	-999	-999	0	0	-999	0	-999	0	-999	0	0.017316	-999	0	0	0	-999	0	-999	0	-999	0	-999	0	0	0	0	0	-999	-999	0	0	0.017316	0	0	0.012987	0	-999	0	-999	-999	0.017316	0.004329	0.017316	0.017316	0	0.017316	-999	0	0	-999	0	0	-999	-999	-999	0	0	0	0	-999	0	-999	0	0	0	-999	0	-999	-999	0	-999	0	0.017316	0	0	-999	-999	-999	-999	0.017316	0	0	0	0	-999	-999	-999	0.017316	-999	0	-999	0	-999	-999	0.017316	0	0	-999	-999	-999	
CDS_1601_chr4_3208212_3208427	OK	5	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	1	0	0	1	208	71	0.450704	0.00616645	0.0174288	-0.57446	-0.571214	0.0140845	0.0140845	0.0234742	0	0.0140845	0.0140845	0.0140845	0	0.0140845	0.0140845	0	0.0234742	0.0140845	0.0140845	0.0140845	0.0140845	0.00469484	0.0140845	0.0234742	0.00938967	0.0234742	0.0140845	0.0234742	0.0140845	0.0140845	-999	0	0.0140845	0.0140845	0.0140845	0.0234742	0.0140845	0.0140845	0.0234742	0.0187793	0.0140845	0.0234742	0.0140845	0	0	-999	0	-999	0.0140845	0.0140845	0.0140845	0	-999	0.0140845	0.0140845	0.0140845	0.00469484	0.0140845	-999	0.0140845	-999	0.0187793	0.0140845	0	0.0140845	0.0187793	-999	0.0140845	0.0140845	-999	0	0.0140845	0.0140845	0.0187793	0.0234742	0.0234742	0.0140845	-999	0	-999	0.0140845	0.0140845	0.0140845	0.0140845	0.0140845	0.0187793	0.0140845	0.0140845	0.0140845	0	0.0140845	-999	-999	0.0140845	0.0140845	-999	0.0234742	0	0.00469484	0.00938967	-999	0.0187793	0.0140845	0.0140845	0.0140845	0.0187793	-999	0.0140845	0.0140845	0.0140845	0.0140845	-999	-999	0.0187793	0.0140845	0	0	0.0140845	0.0140845	0.0140845	0.0187793	0.0234742	0.00938967	-999	-999	0.0140845	-999	-999	-999	0	0	
CDS_1602_chr4_3214423_3214527	OK	1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	1	188	35	0.285714	0	0.00819206	0.216667	0.221757	0.00952381	0	-999	-999	0	0.00952381	-999	0	0.00952381	0	0	0	0	0	0	-999	0	0	0	0	0	0	-999	0	0	-999	0	0	0	0	0	-999	0.00952381	-999	0	0.00952381	-999	0	-999	0	0	0	0	0	-999	0	0	0.00952381	0	0.00952381	0	0	0.00952381	-999	0	0	0	0	-999	0	0	0.00952381	0.00952381	-999	-999	0.00952381	-999	0	-999	-999	0	0	0	0.00952381	0	-999	0	0	0	0	0	0	0	0.00952381	-999	-999	-999	0	0	0	0	0	-999	0.00952381	0	-999	-999	-999	0	0	0	0	0	0	0	0	0	-999	0	0	-999	-999	0	0	0	-999	0	0	-999	0	0	0	0	0	0	-999	
CDS_1603_chr4_3214571_3214687	OK	1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	188	39	0.461538	0.0026989	0	0.328571	0.333333	0.00854701	0	-999	-999	0	0.00854701	0	0	0.00854701	0	0	0	0	0	0	-999	0	0	-999	0	0	0	0	-999	0	-999	0	0	0	0	0	-999	0.00854701	-999	0	0.00854701	-999	0	0	0	0	0	0	0.00854701	-999	0	0	0	0	0	0	0	0.00854701	-999	0	0.00854701	0	0	0	0	0	0.00854701	0.00854701	0	-999	0.00854701	-999	0	-999	-999	0	0	0	0.00854701	0	0	0	0	0	0	0	-999	0	0.00854701	-999	-999	-999	-999	0	0	0	0	-999	0.00854701	0	-999	0	-999	-999	0.00854701	0	0	0	0	0	0	0	-999	0.00854701	0	-999	-999	0	0	0	0	-999	0	-999	0	0	-999	-999	0	0	-999	
CDS_1605_chr4_3278855_3280903	OK	7	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	1	0	0	0	0	68	682	0.341642	0.00169722	0.00109382	-0.0793651	-0.0645161	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	0.000977517	-999	-999	-999	-999	-999	-999	-999	-999	-999	0	-999	-999	-999	-999	-999	0	0.00342131	0	-999	0.00342131	-999	-999	-999	-999	-999	-999	-999	-999	-999	0	-999	0.00293255	-999	0.00293255	-999	0	-999	-999	-999	0.00293255	0.00342131	-999	-999	-999	-999	-999	-999	-999	0.00293255	0	-999	-999	-999	-999	-999	0.00342131	-999	0	-999	0	-999	-999	-999	0.00342131	0.000488759	-999	-999	-999	0.00342131	-999	-999	0.00244379	0	-999	-999	-999	-999	0	0.00293255	-999	0.00293255	0	0.00342131	-999	-999	-999	-999	-999	0	0	-999	-999	-999	0.00342131	-999	-999	0.00342131	-999	-999	-999	-999	-999	-999	0.000977517	-999	-999	-999	0.00195503	-999	-999	-999	-999	0.00146628	-999	-999	
